Bin1,Bin2,Bin3,Bin4,Bin5,genes,q_value,p_value
7.1196e-05,0.00014667,0.0001109,9.5991e-05,7.1083e-05,Mfsd8,0.124361796444541,0.010335
0.0001607,0.00024564,0.00029807,0.00024107,0.00020262,Jun,0.0353085574431498,0.0011341
8.9867e-05,0.00010367,0.0001874,8.1511e-05,6.723e-05,Nktr,0.136492102690164,0.013464
6.7069e-05,6.7555e-05,0.00010125,7.0039e-05,7.6283e-05,Hist1h1c,0.116815633863524,0.0087896
0.0075577,0.0073745,0.0067901,0.0071892,0.0090146,Sparcl1,4.96309682723259e-05,3.0997e-07
0.00017467,0.00017037,0.00022205,0.00020628,0.00013533,Abhd8,0.139864834034104,0.01401
1.2991e-06,1.4964e-06,9.5125e-07,1.5345e-06,1.37e-06,Gm5276,0.103868573214752,0.0071921
2.5681e-05,4.0644e-05,3.3367e-05,2.3652e-05,2.2432e-05,1110008P14Rik,0.0986686135330767,0.006369
0.0008005,0.00086336,0.00087419,0.00097233,0.0010907,Adgrg1,0.00863434895773316,0.00014637
0.00010884,8.4648e-05,0.0001041,0.0001218,7.2714e-05,Pdk4,0.130006605144892,0.011839
0.00013512,0.0002061,0.00021151,0.00018202,0.0001121,Fam49b,0.0220436732014973,0.00058509
0.00025093,0.0002754,0.00031483,0.00027157,0.00024994,Cers1,0.192252659612978,0.028383
4.2022e-05,3.6843e-05,5.9473e-05,5.2139e-05,3.7027e-05,Nme1,0.166577357421156,0.020469
0.0021251,0.0018856,0.0021763,0.0021123,0.0018177,Slc7a10,0.123239738324392,0.0097189
0.00025863,0.00022276,0.00024608,0.0003197,0.00035615,Slc7a11,0.0518464812373729,0.0019851
0.00019108,0.00020412,0.000232,0.00019306,0.00026431,Pdpn,0.14042541295268,0.014159
0.0002981,0.00028302,0.00027957,0.00031646,0.00041808,Lxn,0.0468169597720548,0.0017123
6.4207e-05,8.956e-05,6.1402e-05,4.3811e-05,5.7018e-05,Mtmr11,0.126666788528336,0.010861
0.0002398,0.00018867,0.00032967,0.0002549,0.0002633,Apba2,0.0982743177407793,0.0062254
7.8421e-05,7.5878e-05,0.00010647,9.5805e-05,0.00012524,Pef1,0.0804427607405418,0.0043781
0.0002056,0.00021766,0.0002357,0.00025754,0.00021374,Mff,0.186103121645566,0.026567
0.00012131,4.9014e-05,6.0473e-05,0.00012132,0.00020445,Nnat,1.64114274623116e-08,5.857e-11
2.8101e-07,2.4725e-07,1.7071e-07,4.025e-07,3.1414e-07,Gm12411,0.181716414759116,0.024918
6.8804e-05,4.3755e-05,6.7123e-05,4.071e-05,8.5637e-05,Rpl7l1,0.128713102842283,0.011216
5.2677e-05,8.0679e-05,9.3106e-05,8.0188e-05,8.2855e-05,Urgcp,0.124361796444541,0.010393
2.197e-07,3.7828e-07,2.1859e-07,3.4824e-07,2.3373e-07,Ldha-ps2,0.158551841621134,0.018673
0.00077375,0.0013641,0.0017112,0.0013021,0.0012466,Grm3,7.86278658886056e-23,1.6369e-25
0.0002928,0.00036253,0.0003907,0.00028191,0.00031291,Mvd,0.108996965385053,0.0080068
1.1512e-05,1.3592e-05,1.3893e-05,1.4146e-05,1.2485e-05,Gm5499,0.079504682412117,0.0043034
8.3598e-05,9.8241e-05,0.00012595,8.9707e-05,8.9248e-05,Tspyl1,0.126020331396071,0.010671
5.8815e-05,7.0751e-05,7.0978e-05,5.5017e-05,3.5015e-05,Tspyl2,0.0919415712152433,0.0055508
0.00056097,0.00060657,0.00060039,0.00070158,0.00062701,Trim9,0.14349263031385,0.014723
0.00017985,0.00020386,0.00019777,0.00021616,0.00019723,Hsbp1,0.126020331396071,0.010719
0.00018549,0.00023228,0.00022333,0.00018921,0.00020543,Poldip2,0.194535644755041,0.030262
5.4829e-05,4.5403e-05,6.1123e-05,5.9195e-05,6.7904e-05,Bmyc,0.19221739220329,0.028093
9.5919e-05,0.00011911,0.00011346,0.00010828,5.4046e-05,Trp53inp2,0.0986686135330767,0.0063971
2.0802e-05,2.1404e-05,4.0117e-05,2.2034e-05,2.9592e-05,Foxg1,0.0969408826648919,0.0061121
5.1055e-05,5.3972e-05,8.6316e-05,8.6655e-05,6.9725e-05,Foxo1,0.182703688894265,0.025232
0.0002303,0.0002098,0.00045672,0.00066002,0.00045702,Il33,3.64419431456103e-23,6.5028e-26
0.00019259,0.00019483,0.00015394,0.0002431,0.00026661,Ndufs1,0.133354974795309,0.012612
4.3436e-07,5.8319e-07,4.5473e-07,4.3104e-07,6.4582e-07,Gm5576,0.153524185816755,0.01739
5.0109e-07,9.4291e-07,6.7614e-07,5.5077e-07,7.0298e-07,Gm5580,0.196384550180248,0.030898
0.0001129,9.6648e-05,0.00013598,0.0001782,0.0001233,Mat2b,0.118151959452727,0.0092064
0.00011014,0.00014851,0.00021644,0.00013313,0.000174,Naprt,0.00505247950481745,6.9121e-05
0.00033427,0.0003449,0.00020966,0.00034722,0.00038971,Fgfr1,0.156950349544615,0.018208
0.0029885,0.0030457,0.002815,0.0032198,0.0032903,Pla2g7,0.132470990301541,0.012489
0.00073417,0.00097212,0.00076647,0.0007835,0.00073131,Oaf,0.0112077159374599,0.00020666
0.00013747,0.00025914,0.00019644,0.00016667,0.00018955,Pcdh1,0.0220436732014973,0.00058421
1.6735e-05,1.4862e-05,1.6457e-05,1.8065e-05,1.1341e-05,Styx,0.187628774879297,0.027008
7.3272e-05,9.4203e-05,8.9926e-05,4.513e-05,3.8585e-05,Unc13c,0.0151723890519197,0.00034336
0.00015542,0.00013146,0.00015159,0.00017515,0.00015098,Npc1,0.107428736516977,0.0078277
0.0012866,0.0015343,0.0015814,0.0012428,0.0010445,Kcnk1,0.000519015892892096,4.0133e-06
0.00010384,0.00010275,0.00015951,0.00010487,9.019e-05,Adck1,0.156016438637786,0.017864
1.911e-05,1.9145e-05,1.9798e-05,1.9583e-05,1.3964e-05,Cideb,0.163870395159249,0.019694
7.1589e-05,7.7058e-05,9.3605e-05,9.4307e-05,0.00011246,Eif2s1,0.180607009697885,0.024547
7.4847e-05,0.00010737,0.00010348,7.3243e-05,6.8953e-05,Exoc1,0.113578622359009,0.0084447
0.00070445,0.00083685,0.00075931,0.00065848,0.00055318,Gnao1,0.0177211713745212,0.00043434
0.00059666,0.00073943,0.00075255,0.00060805,0.00046029,Pmp22,0.00472168284390324,6.1787e-05
0.00016304,0.0003339,0.00073289,0.00022759,0.00012475,Pamr1,5.47140235517624e-24,8.1361e-27
2.456e-06,3.03e-06,3.3676e-06,2.1792e-06,1.9365e-06,Rps6-ps4,0.0611717377005285,0.0024943
0.00011473,0.0002173,0.00018426,0.00012706,0.0001219,Mapk8ip3,0.0880954890584047,0.0051352
7.0808e-05,6.148e-05,0.00013221,5.8055e-05,7.5804e-05,Exosc4,0.102934009037542,0.007041
0.00012599,0.00015312,0.0001597,9.3256e-05,0.00012108,Guf1,0.103868573214752,0.0071976
0.00064835,0.00091227,0.00073757,0.00066725,0.00054935,Por,0.00111693586752051,1.0962e-05
0.0013194,0.001768,0.0014419,0.0013708,0.0014448,Ptn,0.00505247950481745,6.857e-05
0.00011571,0.00016565,0.00013057,0.00011135,0.00015559,Eif4a3,0.139864834034104,0.013992
0.00010101,6.9315e-05,9.7023e-05,0.00010554,7.4106e-05,Eif4g3,0.192252659612978,0.028995
2.3072e-05,2.9419e-05,3.4541e-05,2.989e-05,2.311e-05,Fam96b,0.177052599073726,0.023539
8.6582e-05,0.0001198,0.00012645,0.00012322,5.7558e-05,Pigc,0.0165574126715973,0.00039394
0.00011647,0.00019438,0.00011635,0.00014406,0.00010051,Vps11,0.173122283797586,0.022381
5.4931e-05,6.8803e-05,7.9421e-05,0.00010197,5.9745e-05,Pigk,0.181716414759116,0.024968
8.1219e-06,7.4827e-06,8.4073e-06,6.8686e-06,6.0027e-06,Gm29216,0.0618614336436597,0.0025941
0.00018863,0.00028241,0.00028917,0.00028778,0.00023387,Vps35,0.101091787416612,0.0066444
9.8558e-05,0.00010639,0.00012622,0.00013892,0.00011193,Vps4a,0.144226700576337,0.0149
3.7198e-05,5.5419e-05,3.3992e-05,2.6355e-05,5.6673e-05,Vps72,0.118151959452727,0.0089411
9.7135e-05,0.00014879,0.0001016,0.00011217,8.6055e-05,Cdc23,0.180169845625173,0.024434
0.00059316,0.00075302,0.00077146,0.00056227,0.00055785,P4hb,0.0138176103122639,0.00028355
0.00039752,0.00036322,0.00048252,0.00039532,0.00049539,Laptm4b,0.14042541295268,0.014232
0.00010926,0.00012129,0.0001526,0.00010452,6.7119e-05,Rb1,0.0728106421800197,0.0035946
0.00022369,0.00031244,0.00021381,0.00024963,0.00027614,Klf15,0.150650984706635,0.016712
0.00036885,0.00043551,0.00054061,0.00043586,0.00042773,Sema4a,0.0773000441435117,0.0040996
6.8654e-05,4.7165e-05,6.7843e-05,5.6052e-05,5.8168e-05,Ap2a2,0.192252659612978,0.02866
0.00013512,0.00016356,0.00016226,0.00017961,0.0001501,Brk1,0.173122283797586,0.022312
0.00040681,0.00066204,0.00049509,0.00028037,0.00040994,Tnfrsf19,0.000277427938030301,1.9802e-06
5.7148e-05,6.9684e-05,9.4569e-05,6.9508e-05,7.0816e-05,Rbp1,0.0911131790124641,0.0053653
8.8776e-05,8.9018e-05,0.0001337,0.00012669,0.00010646,Wdr33,0.130006605144892,0.011875
0.00015162,0.00022241,0.00012964,0.0001428,0.000181,Fuca2,0.0237676821929743,0.00066445
9.9315e-05,0.00013066,0.00010872,0.000149,8.4506e-05,Flot2,0.0757277051993521,0.0038287
0.00010317,0.00014038,9.0943e-05,9.0083e-05,8.917e-05,Rmnd1,0.165956653994527,0.020088
0.00024205,0.00033486,0.00014088,0.00022358,0.00021946,Sybu,0.150585944319238,0.016456
0.00057704,0.00043261,0.00052205,0.0004666,0.00043632,Son,0.192252659612978,0.028338
0.0019014,0.0018901,0.0016082,0.0019347,0.0023147,Ntrk2,0.037498458188003,0.0012602
4.3407e-05,7.031e-05,5.8441e-05,4.7523e-05,7.5426e-05,Src,0.080924716915593,0.0045006
5.1328e-05,5.3166e-05,3.9814e-05,6.9689e-05,4.3017e-05,Ramp2,0.172814380720789,0.021906
0.0003687,0.00032613,0.00040648,0.00044335,0.00045031,Nedd4,0.153524185816755,0.017396
6.9128e-05,8.9581e-05,0.00010177,0.00016277,0.00021541,Paqr6,2.66784747647367e-11,7.9343e-14
0.0002542,0.00037584,0.00034708,0.00030814,0.00024648,Pld3,0.177052599073726,0.023581
0.00027977,0.00059504,0.00040814,0.00048107,0.00024326,Kirrel2,1.36604048427969e-13,3.6564e-16
0.00013806,0.00017142,0.0001246,9.324e-05,0.00013893,Tmem70,0.118151959452727,0.0090006
0.014714,0.014367,0.014303,0.013518,0.011994,mt-Co1,8.23298180388731e-06,4.5261e-08
6.0549e-06,5.9318e-06,6.1646e-06,5.55e-06,4.9301e-06,mt-Co3,0.102934009037542,0.0070376
0.00041838,0.00045691,0.00033717,0.00057955,0.00088688,Dkk3,1.13426763098204e-10,3.7107e-13
0.00021377,0.00023304,0.00024252,0.00023387,0.00023672,Hapln1,0.133579905338386,0.012673
0.00010593,0.00013353,9.2916e-05,0.00011616,0.0001114,Cyp2u1,0.13383274749048,0.012851
0.00010009,0.00013735,0.00011248,0.0001447,0.00010832,Akr1b10,0.145003311845695,0.015223
0.0036037,0.0032689,0.0034091,0.0032785,0.003855,Ntsr2,0.0220436732014973,0.00059003
6.4737e-05,0.00010151,0.00010141,8.4629e-05,6.0552e-05,Btrc,0.152999153015526,0.0172
4.2586e-05,4.3368e-05,3.122e-05,5.4959e-05,7.3955e-05,Ap4s1,0.172848838630029,0.022066
0.00089869,0.00080059,0.00098436,0.00096775,0.00080934,Lsamp,0.192252659612978,0.028454
0.00071303,0.00089423,0.00087207,0.00085673,0.00068048,Fermt2,0.12916930654053,0.011371
3.7448e-05,6.6997e-05,7.7284e-05,4.8764e-05,3.0845e-05,Mllt10,0.179885948717363,0.024219
2.877e-07,2.9464e-07,2.2896e-07,4.4575e-07,2.15e-07,Gm7308,0.177954945611539,0.023835
0.0008691,0.0011547,0.0010731,0.0010027,0.00089493,Pmm1,0.0985487155605595,0.0063014
0.00033146,0.00041617,0.00025618,0.00035722,0.00043013,Ckap5,0.166577357421156,0.020517
3.2192e-05,3.0503e-05,2.6988e-05,3.4163e-05,3.6149e-05,Gstm2-ps1,0.155795203479008,0.017746
0.00055586,0.00056438,0.00055693,0.00053336,0.00044415,Srsf5,0.179885948717363,0.024297
9.1447e-05,6.2066e-05,0.00015037,0.0001113,9.858e-05,Srsf6,0.150585944319238,0.016176
0.00018826,0.00015115,0.00025403,0.00020246,0.00026055,Srsf7,0.0762026174714926,0.0039207
0.00011804,0.00014779,0.00022302,0.00013726,0.00010046,1600012H06Rik,0.139864834034104,0.014018
0.00022128,0.00018946,0.00027246,0.00026286,0.00017437,Srsf11,0.183942248548224,0.025969
6.2239e-05,0.0001143,0.00011912,7.3556e-05,9.9982e-05,Arhgef10l,0.0943795202549811,0.0057937
5.7566e-07,5.9677e-07,3.388e-07,6.8513e-07,5.9888e-07,Gm24245,0.199412284782462,0.031889
2.3022e-05,3.1309e-05,3.8681e-05,2.7554e-05,3.011e-05,Bckdha,0.182703688894265,0.025321
0.000367,0.00045415,0.00044302,0.00037141,0.00036099,Nwd1,0.0468169597720548,0.0016924
1.4638e-06,1.739e-06,2.2553e-06,1.4574e-06,1.2476e-06,Gm14494,0.0773000441435117,0.0041126
0.0001944,0.00023287,0.00017436,0.00022558,0.00022533,Usp2,0.156950349544615,0.018159
0.00012742,0.00019821,0.00013964,0.00016426,0.00018884,Usp5,0.145976526972168,0.015396
1.205e-06,1.2194e-06,5.4419e-07,1.018e-06,1.3654e-06,Rpl36a-ps2,0.0919415712152433,0.005528
6.4693e-05,9.8889e-05,0.00013751,9.5004e-05,6.9411e-05,Sdhaf2,0.0341144549196705,0.0010856
0.00016142,0.00015608,0.00023463,0.00018628,0.00019561,Maf1,0.169095546258866,0.021172
5.0998e-05,0.00010091,4.4738e-05,6.0074e-05,6.0466e-05,Rfc1,0.00405172001203732,4.6995e-05
0.00019698,0.000176,0.00025039,0.00021859,0.00014834,Map4,0.169695062568244,0.021348
4.5444e-05,6.451e-05,6.4597e-05,5.8507e-05,6.332e-05,Cnpy2,0.183298273596418,0.025785
0.00048597,0.00035342,0.00033091,0.00038514,0.0005614,Fam213a,0.0618325617723181,0.0025745
9.7092e-05,0.00015704,9.2578e-05,0.00014233,0.00014269,Mavs,0.0766459575578806,0.0039891
6.3237e-05,7.4624e-05,6.3463e-05,0.00010066,8.1316e-05,Abhd10,0.124361796444541,0.0099265
0.00031738,0.00033905,0.00028137,0.00035554,0.00037381,Abhd12,0.192252659612978,0.028336
0.00020638,0.00016666,0.0001345,0.00022347,0.00029213,2310022B05Rik,0.00136563831208746,1.3809e-05
0.00047442,0.00061808,0.00059408,0.00058094,0.00040318,Wls,0.0177211713745212,0.00044183
0.00030346,0.00032507,0.00044236,0.00034866,0.000328,Epdr1,0.124361796444541,0.010143
0.00010885,0.00012308,9.8788e-05,0.00017472,0.00013073,Acadsb,0.102934009037542,0.0068963
0.00017026,0.00014069,0.00018199,0.00021795,0.00017295,Acadvl,0.194535644755041,0.030342
6.7425e-05,0.00010684,0.000121,4.6711e-05,8.001e-05,Dnajb4,0.0843162654303028,0.0048146
7.0902e-05,0.00010754,0.00010315,0.00010934,0.00011498,Nxt2,0.192252659612978,0.029051
0.0004654,0.00043051,0.00049398,0.00042437,0.00038576,Dnajb9,0.177052599073726,0.02359
0.00034178,0.00043777,0.00031418,0.00039172,0.00037875,Lmbrd1,0.134793313672162,0.013189
8.9564e-05,0.00014442,0.00011939,0.00013443,0.0001099,Dnajc5,0.199412284782462,0.031948
2.5245e-05,5.9612e-05,2.6684e-05,3.126e-05,2.1612e-05,Dbndd2,0.037498458188003,0.0012591
8.4884e-05,0.00012169,8.877e-05,8.4299e-05,7.7315e-05,Fam222b,0.143000732838237,0.01463
6.7997e-05,8.7629e-05,8.7959e-05,9.797e-05,3.8738e-05,Aatk,0.0854904776462937,0.0049193
0.0001516,0.00014892,0.00018202,0.00016692,8.1303e-05,Dok7,0.106689689611572,0.0076009
0.00031174,0.00035583,0.00048049,0.00033268,0.00028153,Oxct1,0.161278336069157,0.019138
0.00011257,0.00015404,0.00013837,0.00015783,0.0001379,Pdgfrb,0.173122283797586,0.02228
0.00026329,0.00035509,0.00038258,0.00029883,0.0002171,St6galnac5,0.0600282385236557,0.0023387
8.3597e-05,0.00010252,7.887e-05,0.00011091,9.5188e-05,Glrx2,0.0154305051421296,0.00035795
9.4801e-05,0.00012577,0.00013915,0.0001577,0.00010046,Ints10,0.0460538962140913,0.0016299
6.8503e-05,0.00015143,8.2698e-05,6.5905e-05,7.9956e-05,Ccdc80,0.0341144549196705,0.001076
5.1963e-05,3.4633e-05,6.8233e-05,7.6857e-05,4.3858e-05,Nkiras1,0.124361796444541,0.010226
7.5286e-05,0.00015071,0.00012225,0.0001019,8.9387e-05,Fgd6,0.00809671517758163,0.00013223
0.00019519,0.00028991,0.00029095,0.00023919,0.00021707,Rasa2,0.124361796444541,0.010372
5.1555e-05,0.00010479,3.5978e-05,4.5766e-05,5.1314e-05,Dpp8,0.128324810476166,0.011144
1.4052e-05,1.5026e-05,8.5891e-06,1.0563e-05,5.3135e-06,Ptrhd1,0.0171732653960334,0.0004137
6.5734e-05,5.2867e-05,4.6899e-05,9.159e-05,9.7631e-05,Fezf2,0.010586121057231,0.00019205
0.00037974,0.00035112,0.00034021,0.00038375,0.000315,Chchd10,0.134793313672162,0.01315
0.0019652,0.0017915,0.0020231,0.0016096,0.0015395,mt-Rnr1,0.0389865665816385,0.0013239
0.012365,0.011427,0.01213,0.010444,0.010407,mt-Rnr2,0.0143161985442705,0.00031507
0.00015754,0.00012753,0.00018865,0.00018112,0.00017925,Ddhd1,0.182703688894265,0.02531
7.3271e-05,0.00012397,7.1357e-05,6.0877e-05,6.6521e-05,Shisa9,0.0607444342920663,0.002413
1.7137e-05,4.326e-05,3.0625e-05,3.1977e-05,2.474e-05,Zfp825,0.0655000048418979,0.0028645
9.8511e-05,0.00015489,0.00018128,0.00011529,0.00010769,Prr5,0.02878926562617,0.00085756
0.00031215,0.00041439,0.00040203,0.00042455,0.00039874,Add1,0.02878926562617,0.00086574
0.00017863,0.00010976,0.00012663,0.00017409,9.7119e-05,Plcb1,0.137415068953973,0.013609
0.00011616,0.0001103,0.0001893,0.000128,9.1791e-05,Plcd1,0.134793313672162,0.013187
0.00020464,0.0002725,0.0003405,0.00019721,0.00017002,Tank,0.00855736716235268,0.00014252
0.00012174,0.00010577,0.00016783,0.00012885,8.7819e-05,Dram2,0.196384550180248,0.030955
0.00016558,0.00020875,0.00018775,0.00017502,0.00014046,Birc6,0.0686589359802368,0.0031446
0.00016963,0.00023294,0.0002358,0.00018633,0.00021335,Csnk1a1,0.194542931358808,0.030549
6.9943e-05,7.8164e-05,8.0511e-05,0.00012124,7.2785e-05,Aurkaip1,0.0763946426460015,0.0039533
4.9405e-05,5.1786e-05,7.561e-05,2.9623e-05,3.4337e-05,Zfp932,0.130006605144892,0.012064
0.00022771,0.00015966,0.00019552,0.00024376,0.00030372,Hspa2,0.128324810476166,0.011117
0.00091117,0.0011231,0.0010502,0.0010635,0.00084151,Hspa5,0.194535644755041,0.030487
0.0013367,0.0015784,0.0016388,0.001455,0.0014165,Hspa8,0.0686589359802368,0.0031432
2.5365e-05,4.8891e-05,5.5009e-05,1.4676e-05,4.53e-05,Dip2b,0.0122828270437527,0.00023379
0.00010516,0.0001367,0.00013055,0.00013645,8.268e-05,Ephx1,0.0139780737818952,0.000291
4.6717e-05,4.9345e-05,5.7568e-05,7.1692e-05,6.8093e-05,Rap1gap,0.139888744651891,0.014062
0.00013625,0.00018752,0.00021618,0.00016077,0.00017346,Tmem106b,0.0611717377005285,0.0024761
0.00019158,0.0001818,0.00015214,0.00025951,0.00016752,Cyp4f13,0.0140586651962162,0.00030104
0.00022925,0.000233,0.00024287,0.00024366,0.00027551,Cyb5a,0.194535644755041,0.03049
2.6487e-05,4.0559e-05,3.5186e-05,3.055e-05,3.4233e-05,Lgals1,0.156950349544615,0.018113
0.00022484,0.00028069,0.00027065,0.00029775,0.00025968,Scamp2,0.0655000048418979,0.002922
0.00010722,0.00010621,0.00012564,0.00013835,0.00011195,Scamp5,0.169810304191958,0.021413
8.5748e-05,0.00011558,0.00011485,0.0001184,0.00010328,Cpne2,0.0205115729620853,0.00051852
1.5382e-05,1.1961e-05,1.0692e-05,2.0604e-05,2.0032e-05,Thoc7,0.190124750032384,0.02765
5.7801e-05,5.6603e-05,6.4704e-05,8.5323e-05,8.4719e-05,Cirbp,0.192252659612978,0.028698
0.00033605,0.00034535,0.00042031,0.00041131,0.0002744,Stt3b,0.0503082563834074,0.0018852
0.0021869,0.0020898,0.0019346,0.0023887,0.0024923,Gstm1,0.070808557906833,0.0034734
8.435e-07,2.9273e-07,1.9547e-07,3.8415e-07,4.9221e-07,Gstm3,0.0661773883859949,0.0029719
0.00013232,0.00016384,0.00016088,0.00020133,0.00014741,Agmo,0.156950349544615,0.018041
4.4211e-05,5.7223e-05,9.9656e-05,6.1811e-05,2.9805e-05,Ago3,0.0303972760781788,0.00094019
0.002346,0.0027465,0.0024766,0.0027489,0.0024357,Slc27a1,0.0272983234801328,0.00077939
0.004856,0.0043228,0.004578,0.0043423,0.0040754,mt-Nd1,0.0122878464303778,0.00023754
0.0015803,0.0015151,0.0015376,0.0014263,0.0012321,mt-Nd4,0.0103699412531164,0.00018196
0.0017268,0.001522,0.0015435,0.001573,0.0014208,mt-Nd5,0.187007817123886,0.026863
2.5391e-05,1.8218e-05,1.2029e-05,2.4191e-05,1.742e-05,Ermard,0.130006605144892,0.012136
0.00031039,0.00030462,0.00024793,0.0003474,0.00033844,Kdelr2,0.191376779432143,0.027889
0.00028199,0.00042094,0.0003704,0.00035893,0.00028618,Tmbim1,0.0140586651962162,0.00029729
0.00033457,0.00037752,0.00031242,0.00031643,0.00028175,Ralgds,0.177052599073726,0.023485
0.00021953,0.00044004,0.00038799,0.00032131,0.00031661,Dusp1,0.183942248548224,0.025985
8.4366e-05,0.00013724,9.1538e-05,9.7898e-05,8.0517e-05,Sft2d2,0.130006605144892,0.01177
0.00040654,0.00047617,0.00037536,0.00049584,0.00054646,Hes5,0.027897713698829,0.0008048
0.0001265,0.00016997,0.00019317,0.00014558,0.00012045,Letm1,0.152364274664721,0.017038
0.00014755,0.00014134,0.000134,0.00015887,0.0001894,Tcf7l2,0.177052599073726,0.023409
0.00090804,0.00085167,0.00098578,0.0010696,0.0010401,Rorb,0.0904543057724497,0.0052996
0.00080631,0.0010039,0.00086958,0.00084917,0.00070913,Mertk,0.0943795202549811,0.0058179
0.00027222,0.00040868,0.00030086,0.00028008,0.00027778,Calu,0.00316936411176723,3.3933e-05
5.7687e-05,0.00015349,0.0001487,8.2899e-05,7.4277e-05,Tgfa,0.00030977332885392,2.3032e-06
0.0012467,0.0015509,0.0014809,0.0013848,0.0014027,Car2,0.156950349544615,0.018201
0.00046056,0.00056882,0.00057667,0.00044301,0.00042143,Thrsp,0.160314933481557,0.018976
0.00010258,0.00023579,0.00014985,0.00011018,0.00012291,Ppp2r5c,0.0230094599818023,0.00063641
0.00013911,0.0001628,0.00011283,9.7025e-05,9.8191e-05,Sec11c,0.129738151444842,0.011563
6.1915e-05,6.4078e-05,7.5447e-05,7.3129e-05,6.7864e-05,S100a13,0.104449223660312,0.0072689
0.00050536,0.00042524,0.00048769,0.00048781,0.00034794,Pygm,0.194416869992358,0.029934
0.00054949,0.00057805,0.00045472,0.00053094,0.00065203,Crip2,0.123239738324392,0.0097861
3.9958e-05,4.5829e-05,5.328e-05,4.0068e-05,3.5371e-05,Rps6,0.11487345419098,0.0086093
0.0019423,0.0020688,0.0017807,0.0020332,0.002409,Mlc1,0.010586121057231,0.0001918
5.0854e-05,6.1343e-05,4.9181e-05,5.0831e-05,7.9042e-05,Stx18,0.118151959452727,0.0090114
0.00027063,0.00037505,0.00028709,0.00027942,0.0003625,Adcyap1r1,0.02878926562617,0.00087333
0.0034025,0.0030671,0.0030064,0.0031786,0.0040819,Cd81,7.95594172432799e-07,3.5492e-09
0.0011599,0.0013589,0.0013349,0.0013563,0.0011852,Cadm1,0.14042541295268,0.014255
0.00019097,0.0002419,0.00018011,0.0002491,0.00022155,Sec61a1,0.145003311845695,0.015221
9.561e-05,0.00014842,0.00019509,0.00012619,9.5323e-05,Tmem161b,0.150585944319238,0.016508
8.728e-05,0.00012767,0.0001045,8.0458e-05,7.7259e-05,Lrrc8c,0.105135105416965,0.0073479
0.00046975,0.0008124,0.00079879,0.00062162,0.00045896,Akt2,2.32442341134794e-06,1.1752e-08
3.994e-06,3.8201e-06,5.9112e-06,4.5442e-06,5.5115e-06,Gm9769,0.0293738683223718,0.0008998
0.00011219,0.0001593,0.00010571,9.0543e-05,0.00017435,Sec23b,0.175759543901162,0.022895
2.1258e-06,2.5764e-06,1.5124e-06,1.2747e-06,2.362e-06,Gm9794,0.123239738324392,0.0097686
0.00012528,0.00012953,0.00011447,0.00013674,6.7477e-05,Tor1a,0.158101992297009,0.018553
0.0029556,0.0028458,0.0025304,0.0028357,0.003542,Mmd2,0.000131874239727887,9.0206e-07
2.2434e-05,1.6766e-05,1.7134e-05,3.4079e-05,2.7426e-05,Tomm40l,0.0468169597720548,0.0017126
0.00010221,9.0888e-05,0.00013683,0.00014248,0.00010381,Alg3,0.194535644755041,0.030402
0.00010683,0.00017673,0.0001777,0.00015227,0.00012941,Nubp2,0.118151959452727,0.0091896
0.0050108,0.0047238,0.0047718,0.0047234,0.005575,Gpm6a,0.130006605144892,0.012074
0.00020461,0.00021216,0.00033304,0.00016663,0.00024902,Cct3,0.0854904776462937,0.0049325
5.8307e-05,2.5719e-05,5.951e-05,5.8646e-05,7.043e-05,Micu3,0.186733081872239,0.026748
5.1229e-06,3.1947e-06,4.4265e-06,5.2097e-06,4.6825e-06,Gm9800,0.19221739220329,0.02818
1.3327e-05,1.2408e-05,1.202e-05,1.5083e-05,1.779e-05,Gm9843,0.179885948717363,0.024342
6.2758e-05,0.00013411,4.5411e-05,0.00011043,7.2909e-05,Cdh4,0.124361796444541,0.010322
6.3523e-05,5.7553e-05,6.801e-05,4.2338e-05,4.5689e-05,Wasf3,0.108043133310226,0.0079046
0.013712,0.011581,0.013574,0.012336,0.011823,Malat1,0.0127265210609097,0.00025359
0.00013447,0.00015064,0.00014704,0.000125,0.00013672,Acat2,0.193969382971626,0.029709
4.2574e-05,6.5432e-05,8.4922e-05,5.8601e-05,4.8804e-05,Ssbp4,0.146298376156713,0.015533
0.00030132,0.00037408,0.00044554,0.00029783,0.00032134,Hsp90b1,0.0334609147644955,0.0010449
9.5886e-05,0.00012507,0.00012946,0.00013372,9.7632e-05,Tmem185b,0.129738151444842,0.011614
6.2263e-05,3.7593e-05,4.0797e-05,3.5278e-05,4.1372e-05,Pantr2,0.199373403907153,0.031604
5.8509e-05,5.6581e-05,7.6592e-05,6.0141e-05,4.362e-05,Jag1,0.0607444342920663,0.0024208
3.8758e-05,6.9979e-05,4.1523e-05,4.3235e-05,4.7451e-05,Jam3,0.0700691644313139,0.0033759
0.00081676,0.00082152,0.00088593,0.00084033,0.00066337,Ank2,0.166577357421156,0.020565
0.00012384,0.00039017,0.00017385,0.00043165,0.00046107,Efhd2,3.33535573936964e-43,1.9839e-46
0.00071786,0.00083312,0.00083458,0.00061818,0.00081993,Rtn3,0.0607444342920663,0.002396
8.4313e-05,0.00015585,0.00014549,9.9403e-05,0.00013254,Ngly1,0.0777186773171105,0.0041605
