Bin1	Bin2	Bin3	Bin4	Bin5	genes	q_value	p_value
0.00018477	0.00012289	0.0001559	0.00015206	0.0001517	Lgi1	0.578564822654426	0.6191
0.00010802	9.3733e-05	9.8281e-05	0.00011909	0.00010063	Lgi4	0.620553533098819	0.77196
5.4228e-05	4.358e-05	7.7555e-05	5.4924e-05	7.8999e-05	Ehmt1	0.30045529253766	0.086379
7.3019e-05	5.3105e-05	0.00010374	7.3949e-05	8.3736e-05	Naa35	0.620146258690069	0.76946
1.568e-05	1.2477e-05	1.4573e-05	1.1926e-05	1.312e-05	Naa38	0.635432666509038	0.82679
0.00029562	0.00021322	0.00019452	0.00029167	0.00034344	Sdcbp	0.522571555097462	0.4305
4.6359e-06	3.6182e-06	3.0275e-06	5.1525e-06	3.9149e-06	Gm15210	0.630419154195048	0.80576
0.00025109	0.00025539	0.00018647	0.00030584	0.00025679	Oplah	0.608572183858901	0.73645
8.1906e-05	0.00010328	0.00011862	8.5205e-05	7.0246e-05	Dennd1a	0.459675487032793	0.28668
0.00032462	0.00031664	0.00038218	0.00029697	0.00025949	Ghitm	0.193168588618493	0.029414
0.00017487	0.00021248	0.00020288	0.00022135	0.00013753	Aldh2	0.149566954939895	0.015969
5.7812e-05	7.8644e-05	6.9475e-05	7.2017e-05	4.5179e-05	Tyw5	0.365141505285718	0.15301
0.00011516	0.00011571	9.6634e-05	0.00012125	0.00012423	Scp2	0.496605075910394	0.37181
1.3727e-06	9.1485e-07	1.571e-06	4.5581e-07	5.3521e-07	E030024N20Rik	0.549423267136314	0.53123
6.8246e-05	5.2531e-05	6.1927e-05	6.3154e-05	6.2369e-05	Scoc	0.662142574827897	0.92771
6.8823e-05	7.2578e-05	0.00011414	8.8353e-05	7.4444e-05	Exosc10	0.454550424841282	0.27348
6.845e-05	5.6132e-05	3.9651e-05	4.2479e-05	6.96e-05	Dennd5a	0.656960223584265	0.90901
0.00031958	0.00027435	0.00031826	0.00030726	0.00032289	Lgmn	0.656910479869249	0.90475
5.8358e-07	5.7635e-07	6.4792e-07	6.1865e-07	4.6682e-07	Gm15266	0.408971209822943	0.19833
7.8029e-05	7.3126e-05	8.185e-05	5.9519e-05	6.5754e-05	Dennd6b	0.429476597195795	0.22614
6.5857e-05	6.8489e-05	6.7037e-05	6.9353e-05	4.143e-05	Mapkap1	0.49819549187603	0.37397
0.0003627	0.00039945	0.00034243	0.00037177	0.00034648	Lgr4	0.172814380720789	0.021946
0.00011006	9.481e-05	8.5302e-05	0.00012967	8.0919e-05	Slc16a1	0.136492102690164	0.013477
0.00014637	0.00015757	0.0001583	0.00013478	7.0871e-05	Lgr6	0.0354277140245285	0.0011511
0.0005119	0.00055128	0.00051068	0.00050293	0.00051785	Fam171b	0.59212396407855	0.67313
0.00011143	0.00012418	0.00012367	0.00011881	9.9932e-05	Megf10	0.509747389517701	0.40522
2.7736e-05	3.1948e-05	2.264e-05	2.7228e-05	2.8682e-05	Polr1d	0.576743135250386	0.61588
7.902e-05	6.6838e-05	6.0225e-05	8.2898e-05	7.2096e-05	Fam172a	0.59212396407855	0.66935
0.0020051	0.001951	0.0019229	0.0020841	0.0021653	Aldoa	0.340272815569854	0.12309
0.01674	0.017457	0.016885	0.017473	0.016974	Aldoc	0.602836867280249	0.71356
0.00010589	8.4097e-05	9.9041e-05	0.00014051	0.00010763	Polr2b	0.554040052440328	0.54326
9.2848e-05	0.00012664	0.00013789	9.3962e-05	0.00010946	Polr2c	0.254046767581861	0.056666
1.4625e-05	2.2423e-05	2.1283e-05	1.457e-05	1.6925e-05	Tmem181b-ps	0.299199394072806	0.085068
5.1699e-05	5.834e-05	4.4623e-05	4.6809e-05	4.2811e-05	Polr2d	0.494232761039041	0.36356
8.912e-05	9.2267e-05	7.3532e-05	0.00011956	8.6955e-05	Polr2e	0.458281646038409	0.28359
2.5465e-05	2.5146e-05	2.105e-05	2.3208e-05	1.9962e-05	Polr2f	0.666910991083596	0.95121
6.9836e-05	6.9834e-05	5.2725e-05	6.244e-05	5.8152e-05	Polr2g	0.626465076393409	0.79154
2.3862e-05	2.0655e-05	2.6753e-05	2.0854e-05	2.8242e-05	Polr2i	0.665290005960131	0.94581
0.00012768	0.00011986	0.00016814	0.00015326	0.0001448	BC031181	0.396203737271336	0.18265
2.1945e-05	1.4989e-05	1.6202e-05	1.7755e-05	2.3714e-05	Polr2j	0.662619835379541	0.9312
1.0654e-05	8.6026e-06	1.1835e-05	1.3343e-05	1.1313e-05	Polr2k	0.653353620484484	0.89014
1.5829e-05	1.3452e-05	1.13e-05	1.8957e-05	1.6369e-05	Polr2l	0.617890989772718	0.76011
0.00012004	0.00010472	0.00010759	0.0001223	0.00010095	Polr2m	0.626271136584358	0.78516
0.00010023	0.0001219	0.00012422	0.00010143	9.4797e-05	Fam173a	0.182703688894265	0.025234
7.8088e-06	7.5489e-06	6.2419e-06	6.6666e-06	7.7559e-06	Gm23935	0.578209526046468	0.61786
0.0003249	0.00038822	0.00031559	0.00043087	0.00041625	Polr3h	0.10567192082721	0.0074797
0.00026091	0.00025799	0.00019845	0.00025084	0.00031621	Tmem100	0.266191154419378	0.064679
7.9056e-05	4.3374e-05	5.7657e-05	9.9918e-05	5.9542e-05	Tmem104	0.539843742542047	0.50006
2.263e-05	2.5687e-05	3.6658e-05	2.7204e-05	2.1513e-05	Camta1	0.102446854287205	0.0067944
6.7009e-05	5.8837e-05	4.9393e-05	3.9779e-05	5.3027e-05	Camta2	0.614864088837778	0.75358
0.00027976	0.00028916	0.00029769	0.0002755	0.0002995	Tmem109	0.539546022642348	0.4913
0.0001312	9.3065e-05	7.0515e-05	0.00014741	0.00011555	Pink1	0.541686067102253	0.51117
0.00015422	0.00013628	0.00023292	0.00017182	0.00015678	Itga6	0.328066671310094	0.11035
9.5452e-05	7.3151e-05	5.6674e-05	0.0001235	8.0155e-05	Itga7	0.524052703485139	0.43577
0.00021291	0.00023706	0.00023812	0.00025631	0.00019493	Tmem115	0.614307705077048	0.75189
9.7148e-05	0.00010514	0.0001501	0.00014323	0.00010369	Itgb1	0.308762156481244	0.090909
8.4498e-05	6.9194e-05	7.7648e-05	9.3806e-05	0.00010371	Itgb5	0.516300212306505	0.42033
9.9037e-05	4.2287e-05	5.5568e-05	9.7242e-05	9.1102e-05	Itgb8	0.50583156912842	0.3926
8.0761e-05	5.9896e-05	6.288e-05	5.6295e-05	9.5528e-05	Tmem128	0.482062582153028	0.33393
0.000451	0.00043267	0.00054372	0.00046081	0.00043313	Tmem129	0.539546022642348	0.49165
2.532e-06	1.8486e-06	1.6978e-06	2.4488e-06	2.2914e-06	Gm8292	0.58701855359786	0.651
0.00015016	0.00017733	0.00018088	0.00014447	0.00015817	Itgav	0.523157396916647	0.43382
4.3172e-05	4.5512e-05	5.7753e-05	4.548e-05	6.6317e-05	Tmem134	0.216620709794622	0.038139
0.00015471	0.00011531	0.00013472	0.00010249	0.00014151	Tmem135	0.66469917265621	0.94237
3.7663e-05	3.4463e-05	3.4739e-05	3.5582e-05	2.7685e-05	Fam178a	0.613842874171196	0.74959
9.4376e-06	7.6575e-06	6.4292e-06	6.0717e-06	6.455e-06	Gm1673	0.155879840193396	0.017802
6.8494e-05	6.8432e-05	7.7137e-05	7.7657e-05	7.4754e-05	Dcun1d5	0.459199006465675	0.28563
1.6611e-07	2.5157e-07	1.7902e-07	2.3401e-07	1.9925e-07	Gm43584	0.501316250038861	0.38174
0.0001406	0.000131	0.00017519	9.7053e-05	0.00011545	Tmem144	0.520585811065424	0.4279
0.00014167	0.00010947	0.00012615	0.00010407	0.00012294	Tmem147	0.605910667488518	0.72558
8.8871e-05	5.56e-05	0.00010008	0.0001039	0.00012254	Ganab	0.219822526934718	0.040141
0.00048356	0.00041861	0.00039604	0.00045689	0.00046728	Slc4a4	0.654187930918868	0.89672
0.010598	0.010321	0.010298	0.010174	0.0090551	mt-Cytb	0.00909419542550141	0.00015687
6.7278e-05	6.1438e-05	6.9726e-05	5.5688e-05	7.6141e-05	Tmem14a	0.609632692729273	0.74011
8.4163e-05	9.2145e-05	7.6373e-05	8.0262e-05	6.3169e-05	Tmem14c	0.631770547359833	0.80996
6.0679e-05	6.2846e-05	2.0321e-05	7.3491e-05	5.4026e-05	Pbrm1	0.458800799188761	0.28467
4.0083e-05	4.5249e-05	4.2041e-05	2.5471e-05	3.8515e-05	Tmem160	0.432721999391598	0.23345
6.3419e-05	7.9484e-05	7.1217e-05	5.4292e-05	7.1009e-05	Tmem164	0.386325663033366	0.17477
6.0968e-05	8.7874e-05	0.00011274	8.0844e-05	6.8983e-05	Tmem165	0.538053995851543	0.4871
6.9783e-05	8.6003e-05	6.4222e-05	5.8005e-05	9.7529e-05	Tmem167	0.58701855359786	0.65127
0.00014505	0.00019755	0.00018845	0.00013265	0.0001489	Ctns	0.151434576560549	0.016889
4.0274e-05	4.524e-05	3.6059e-05	4.3863e-05	5.2342e-05	Gcc2	0.501316250038861	0.37866
0.00019045	0.00017536	0.00023186	0.00018806	0.00020439	Tmem175	0.431962169096963	0.23101
8.1573e-05	0.00012947	9.3966e-05	9.3339e-05	9.4865e-05	Gcat	0.166577357421156	0.02057
5.9063e-05	4.9428e-05	4.4511e-05	6.6201e-05	6.5408e-05	Tmem189	0.604616305645654	0.72178
0.00062745	0.00064923	0.00069037	0.00062356	0.00065481	Pea15a	0.650196671150452	0.87923
0.00032679	0.00039407	0.00030886	0.00035016	0.00028455	Sdc2	0.481677257842561	0.33267
0.0011562	0.0010381	0.0010756	0.0010131	0.0011973	Sdc4	0.523787077239943	0.43524
4.6078e-05	5.2461e-05	6.2102e-05	5.5081e-05	5.6865e-05	B230118H07Rik	0.644995732953628	0.85971
8.1702e-05	8.0096e-05	0.00010155	8.7605e-05	6.707e-05	Tmem199	0.557184209881385	0.54993
0.0001135	0.00010769	9.7276e-05	0.00013918	0.00011905	Tbl1x	0.23355985239025	0.047234
8.4947e-05	5.0167e-05	7.9656e-05	9.2696e-05	0.00011032	Atp8a1	0.520780667337099	0.42856
0.00047242	0.00049748	0.00044016	0.00051843	0.0004734	Ctsa	0.47512699067528	0.31505
0.0012741	0.0012761	0.00128	0.0012229	0.0013273	Ctsb	0.563376637978416	0.56917
0.0007074	0.00071281	0.000834	0.00071474	0.00069653	Ctsd	0.312641982915265	0.093525
0.0005582	0.00066868	0.00058126	0.00057915	0.00053068	Ctsf	0.25029438874998	0.054638
0.00046794	0.00047606	0.00038	0.00050542	0.00046263	Ctsl	0.535672682044985	0.47653
0.00047439	0.00041577	0.00033086	0.00040722	0.00050694	Ctso	0.568488600036794	0.58946
0.00031257	0.00040759	0.00036226	0.00031202	0.00033557	Ctsz	0.335286597112634	0.11517
0.00032473	0.0003476	0.00029554	0.00030941	0.00032356	Sdf2	0.52361345035247	0.43486
0.00014193	0.00012457	0.00013995	0.00012057	0.00015317	Sdf4	0.643589531630641	0.8513
0.0094917	0.011606	0.010816	0.010448	0.010765	Mfge8	0.00082117332417379	7.0824e-06
2.5104e-05	1.7603e-05	2.6254e-05	1.7267e-05	1.694e-05	CAAA01180111.2	0.177954945611539	0.023869
7.7164e-05	0.00013425	0.00015799	8.1827e-05	0.00010342	Cttn	0.369725278827771	0.15699
6.9669e-06	1.0945e-05	1.3167e-05	8.074e-06	5.6329e-06	Hypk	0.0687433511887168	0.0032098
0.00018339	0.00016394	0.00017816	0.00014349	0.0001506	Fcgrt	0.37672911377554	0.16414
7.6677e-05	6.1974e-05	8.0595e-05	7.805e-05	6.7143e-05	Cdc123	0.624264843295485	0.78014
0.00014775	0.00016353	0.00019685	0.00018659	0.00015822	Mydgf	0.216723461979212	0.038815
7.7826e-05	7.417e-05	6.2394e-05	7.6005e-05	8.3979e-05	Usp10	0.52749845905158	0.44809
6.7787e-05	0.00010513	5.6596e-05	7.5542e-05	5.2026e-05	Exoc6b	0.217506409811496	0.039466
9.786e-05	9.7565e-05	9.2677e-05	0.00010552	8.8716e-05	Usp14	0.56441996701663	0.57165
5.4055e-05	4.0248e-05	3.6403e-05	5.005e-05	5.0017e-05	Usp15	0.663345319364031	0.93612
3.1611e-05	4.4093e-05	4.3122e-05	4.7239e-05	3.5634e-05	Usp16	0.320996356127753	0.10043
0.00010597	0.00010772	9.8991e-05	0.00014042	0.00010012	Usp19	0.32681781103	0.1075
0.00022899	0.00015025	0.00019324	0.00024071	0.00026924	Blcap	0.340272815569854	0.12259
0.00075367	0.00075317	0.00066499	0.00070474	0.00072344	Sdha	0.531512197843356	0.46044
0.0003908	0.00035708	0.00039505	0.00046903	0.00040279	Sdhb	0.228214997339786	0.045071
6.8338e-05	8.9729e-05	6.1809e-05	0.00010235	7.4109e-05	Sdhc	0.107428736516977	0.0077528
0.000251	0.00025698	0.00028687	0.00029216	0.00020648	Sdhd	0.414845989804354	0.20678
7.0884e-05	7.1427e-05	6.6331e-05	6.7632e-05	6.7137e-05	Usp21	0.666910991083596	0.95125
0.00014608	7.6931e-05	0.00013503	0.00014372	0.00012788	Usp22	0.52749845905158	0.44926
5.5741e-05	6.11e-05	4.4781e-05	7.6652e-05	5.2519e-05	Ssrp1	0.144226700576337	0.014911
5.1177e-05	3.9035e-05	4.3098e-05	5.764e-05	3.4762e-05	Usp24	0.558254932058872	0.55258
3.399e-05	3.5929e-05	2.1298e-05	3.7669e-05	3.5965e-05	Hnrnpa1	0.61077439006063	0.74221
2.7348e-05	2.8411e-05	2.7501e-05	2.4126e-05	2.1407e-05	Hnrnpa3	0.513984507270072	0.41645
5.5554e-05	6.0603e-05	6.0468e-05	6.1792e-05	6.0275e-05	Usp33	0.451136260136061	0.26985
4.1745e-05	2.4428e-05	4.4332e-05	4.0089e-05	4.5567e-05	Usp34	0.550559543440867	0.5354
0.0007081	0.00081325	0.00076075	0.00072344	0.00064181	Asah1	0.482062582153028	0.33455
0.00018802	0.00015073	0.00018832	0.00015399	0.00015061	Rhbdd2	0.540381816094222	0.50531
0.00013892	0.00014241	0.00016652	0.00013383	0.00013127	Gclm	0.2348705932576	0.048477
4.8929e-05	3.6633e-05	2.6052e-05	6.1923e-05	3.9553e-05	Baz1b	0.00557355277340503	8.288e-05
2.0685e-06	1.0513e-06	6.4871e-07	8.5405e-07	8.2971e-07	Usp50	0.542610259873687	0.51402
7.9707e-05	0.00010959	0.00010795	0.00010042	8.8119e-05	Usp53	0.134793313672162	0.01307
0.00015303	0.00010394	0.00016134	0.00013192	0.000126	Usp54	0.67061740479945	0.96641
0.00012245	0.00012603	0.0001105	0.0001394	0.0001125	Rhbdf1	0.659950087102232	0.91875
3.6426e-05	4.5308e-05	3.8241e-05	4.1717e-05	2.6063e-05	Ccdc85b	0.488277428592954	0.34634
6.8781e-05	6.2744e-05	8.4115e-05	8.9196e-05	7.5389e-05	Baz2b	0.356275394781712	0.14069
4.034e-05	3.2703e-05	3.1449e-05	4.8697e-05	5.6017e-05	Plgrkt	0.405354149910111	0.19361
0.00028703	0.00034294	0.00037429	0.00033833	0.00030663	Hnrnpdl	0.380043491474859	0.16951
0.00032397	0.00036444	0.00037298	0.00034454	0.00029754	Nr1d1	0.416681834624457	0.20921
0.00013526	0.00011679	0.00014535	9.1711e-05	0.00014432	Nr1d2	0.49819549187603	0.3739
0.00019601	0.00017833	0.00022477	0.00024974	0.00019707	Snap47	0.377967966145607	0.16663
0.00034335	0.00032106	0.00044052	0.00035224	0.00037793	Ccdc88a	0.271026310391622	0.068238
4.6153e-05	4.6796e-05	3.0421e-05	3.5027e-05	3.8409e-05	Glt8d1	0.190124750032384	0.027637
0.00017379	0.00011708	0.00010478	0.00020607	0.00013307	Hnrnph1	0.326356434161586	0.10686
0.00011545	8.3749e-05	9.5883e-05	0.0001105	0.00010794	Hnrnph2	0.626904083998577	0.79593
6.9285e-05	3.7883e-05	3.729e-05	4.6866e-05	3.7975e-05	Hnrnph3	0.488543583958618	0.34849
8.3512e-07	6.9648e-07	1.1838e-06	6.2935e-07	1.0318e-06	Gm15361	0.355953978330601	0.13679
6.0164e-05	6.1929e-05	3.1823e-05	4.7655e-05	4.9708e-05	Grtp1	0.673629072123759	0.98798
3.4475e-05	2.885e-05	2.9546e-05	4.1821e-05	4.1863e-05	Asap1	0.560323888137309	0.55955
5.1491e-05	3.1663e-05	4.0084e-05	5.8167e-05	5.491e-05	Usp9x	0.489358087089643	0.35324
0.00012768	0.00018077	0.00013507	0.00015889	0.00013672	Gcsh	0.0836849913318734	0.004679
2.9705e-05	2.5939e-05	2.6645e-05	2.4082e-05	2.5475e-05	Asap2	0.59761042632645	0.6912
9.6339e-05	7.6532e-05	0.00010213	7.2976e-05	7.9514e-05	Nr1h2	0.436455023848593	0.24467
0.00040879	0.0003331	0.00038299	0.00041693	0.000371	Nisch	0.469859779023384	0.29899
6.242e-07	6.1018e-07	5.2895e-07	6.55e-07	6.3944e-07	Gm8318	0.651292223346889	0.88171
0.00014092	0.00012939	0.00015005	0.00012454	0.00013536	Mkln1	0.674381366012839	0.99164
0.0016254	0.001571	0.0014605	0.0015472	0.0016913	Serpine2	0.539546022642348	0.49157
1.6623e-06	1.2697e-06	1.5308e-06	1.5811e-06	1.1539e-06	Gm25184	0.12916930654053	0.01132
4.3436e-06	4.9287e-06	4.7675e-06	4.4523e-06	3.5801e-06	Gm8325	0.327919196255466	0.10851
1.9882e-07	1.7368e-07	1.7421e-07	1.7725e-07	1.5155e-07	Gm8326	0.645977247953692	0.86364
3.155e-07	3.2931e-07	3.3709e-07	3.1922e-07	3.5936e-07	Gm15387	0.278356203347053	0.072188
4.6027e-05	6.1912e-05	6.0645e-05	5.8342e-05	5.5691e-05	Sdsl	0.509747389517701	0.40499
9.0185e-05	7.0601e-05	7.8734e-05	0.00011131	8.5176e-05	Alg11	0.670585721815703	0.96307
1.634e-07	2.2654e-07	1.9658e-07	1.893e-07	1.8799e-07	Gm8330	0.514492602392411	0.418
1.9464e-07	1.8547e-07	2.6888e-07	2.3198e-07	1.8637e-07	Gm8337	0.630722117371424	0.80678
7.2866e-05	6.1876e-05	9.4074e-05	7.4621e-05	6.4253e-05	Fam181a	0.183298273596418	0.025739
0.00014267	0.00012829	0.00014188	0.00013451	0.00012662	Fam181b	0.656960223584265	0.90982
2.7241e-07	2.3696e-07	2.253e-07	1.7127e-07	2.578e-07	Rpl19-ps1	0.607251647737519	0.73211
1.0967e-05	1.0778e-05	9.0451e-06	1.3123e-05	1.0786e-05	Nutf2	0.52749845905158	0.44943
0.00010074	0.00010891	6.2188e-05	9.5557e-05	7.559e-05	Ccnd2	0.0761217434858251	0.0038939
0.00011856	0.00015473	0.00010566	0.00014274	9.5252e-05	Ccnd3	0.0614452610679482	0.0025401
0.00016772	9.341e-05	0.00014317	0.00015299	0.00011802	Rnpc3	0.531852329137503	0.46277
8.9516e-07	9.4825e-07	1.1537e-06	9.5723e-07	8.5858e-07	Gm8349	0.666213463087082	0.94867
0.0001506	0.0001502	0.0001086	0.00018634	0.00016579	Elp2	0.503844594499287	0.38832
6.7813e-05	4.9438e-05	4.5289e-05	5.605e-05	5.5024e-05	Elp4	0.653552316109067	0.89154
8.236e-05	7.8079e-05	3.8249e-05	7.7399e-05	9.8218e-05	Elp5	0.538086971028762	0.48792
0.00014562	0.00010731	0.00013445	0.00014329	0.00013472	Serpinh1	0.647614170786512	0.87076
3.8963e-06	4.7068e-06	4.3873e-06	3.8776e-06	3.9471e-06	Gm8355	0.311903346799209	0.092763
0.00018896	0.00022837	0.00021361	0.00024714	0.00022325	Rdh11	0.328066671310094	0.10929
0.00013182	9.7024e-05	0.00013287	0.00011694	0.00014523	Rdh13	0.540381816094222	0.50544
0.00013555	0.00015934	0.00017896	0.00010795	0.00013836	Rdh14	0.298877749519343	0.084621
9.1688e-05	0.00011566	7.8761e-05	0.00012303	0.00010517	Vrk3	0.428098575489714	0.22248
3.4433e-05	4.6768e-05	6.6609e-05	5.4605e-05	4.5287e-05	Fam184a	0.12916930654053	0.01136
3.3341e-05	3.6443e-05	2.1817e-05	4.1245e-05	2.9059e-05	Tpcn1	0.377967966145607	0.16749
9.3898e-05	8.2187e-05	8.8073e-05	0.00010398	9.1185e-05	Tmem201	0.58167716091312	0.63212
6.4291e-05	6.5065e-05	7.7212e-05	7.0611e-05	6.5227e-05	Tmem205	0.671324956385169	0.97544
0.00013311	0.00012374	0.00012868	0.00010808	0.00013216	Tmem208	0.629096773477233	0.80209
0.00012546	0.00013784	0.00010303	0.00010018	0.00013454	Tmem209	0.310854177955325	0.092357
9.378e-05	9.177e-05	7.6629e-05	7.6492e-05	9.0858e-05	Tgoln1	0.377967966145607	0.16645
4.6258e-05	4.4312e-05	6.6858e-05	4.2235e-05	5.277e-05	Tmem218	0.465478535764851	0.29374
9.4307e-05	8.9358e-05	6.4594e-05	8.1956e-05	9.9666e-05	Rnpep	0.446687388327962	0.2584
5.5038e-05	6.5264e-05	4.6888e-05	4.286e-05	3.0256e-05	Rgs7bp	0.0146610620009565	0.00032702
8.5106e-05	8.3608e-05	6.8562e-05	7.2437e-05	7.9036e-05	Spg21	0.658244898380981	0.91481
0.00011763	0.00010365	0.00012244	0.00015863	0.00012773	Tmem222	0.101091787416612	0.0066257
8.2234e-05	7.9973e-05	8.5521e-05	6.2129e-05	7.5072e-05	Lhx2	0.199412284782462	0.031824
0.00012582	8.9287e-05	0.00016923	0.00011129	0.00011176	G3bp1	0.668896292476467	0.95627
0.0001416	0.00010747	0.00016453	0.00013496	0.00013296	Cul1	0.59212396407855	0.67066
9.1238e-05	6.5082e-05	8.9146e-05	0.00013359	7.9768e-05	Cul2	0.45680782034305	0.27883
6.7177e-05	5.9626e-05	6.6765e-05	4.486e-05	5.1122e-05	G3bp2	0.56441996701663	0.57782
6.7083e-05	4.9291e-05	5.3649e-05	9.1658e-05	8.3279e-05	Cul5	0.539561481127996	0.49594
2.7464e-06	3.184e-06	2.5005e-06	2.6916e-06	2.4752e-06	Gm8394	0.485294951223163	0.33857
0.00010814	6.6683e-05	0.00010492	0.00011202	0.00010514	Decr1	0.555277279457406	0.54662
4.9289e-06	4.9478e-06	3.9851e-06	4.8599e-06	5.0127e-06	Gm8399	0.626917555527058	0.79632
3.6878e-05	3.2363e-05	3.0252e-05	3.7137e-05	4.6182e-05	Decr2	0.570222124737085	0.59491
7.3568e-05	4.2673e-05	1.9858e-05	4.1834e-05	7.4735e-05	Ppm1g	0.125597795543441	0.010571
6.2489e-05	3.7848e-05	4.7248e-05	5.524e-05	4.4247e-05	Ppm1k	0.537843978887517	0.48292
6.7886e-05	6.0826e-05	6.5228e-05	4.5037e-05	5.0889e-05	Tmem230	0.614307705077048	0.75232
0.00017937	0.0001358	0.00016544	0.00020809	0.00017255	G6pc3	0.479419826439972	0.32301
8.19e-05	8.0951e-05	6.8096e-05	0.00010657	9.7413e-05	Tmem234	0.59212396407855	0.66902
4.505e-05	3.7756e-05	4.0978e-05	6.5744e-05	4.5377e-05	D10Jhu81e	0.488277428592954	0.34621
0.00061752	0.00061376	0.00057147	0.00070392	0.00065887	Asrgl1	0.356275394781712	0.13854
3.0407e-05	2.9722e-05	2.9953e-05	3.1827e-05	3.367e-05	Tmem242	0.59095947607255	0.66312
6.8683e-05	4.8054e-05	6.9682e-05	5.6127e-05	7.1465e-05	Tmem243	0.501316250038861	0.38064
0.00072086	0.0007112	0.00065462	0.00067754	0.00072082	Dclk1	0.649604473498779	0.87646
0.00029733	0.00031109	0.00023127	0.00028205	0.00034157	Tmem246	0.443867786946386	0.25438
6.8527e-05	6.9915e-05	5.8412e-05	6.5453e-05	6.7995e-05	Dclk2	0.487608024883712	0.34426
5.3496e-05	4.322e-05	3.8125e-05	5.0043e-05	4.4401e-05	Tmem256	0.626271136584358	0.78977
9.642e-05	9.4299e-05	0.0001378	0.00011735	9.3098e-05	Ccnl1	0.355146150523047	0.1356
0.00035434	0.00031444	0.00044942	0.00032172	0.00022156	Ccnl2	0.0757277051993521	0.0038196
3.3513e-05	3.2171e-05	2.8624e-05	4.1796e-05	2.8611e-05	Tmem258	0.488543583958618	0.34764
2.0537e-05	1.9597e-05	2.1313e-05	2.0256e-05	2.129e-05	Tmem261	0.600587751724981	0.70214
7.9141e-05	9.0455e-05	0.00010454	7.3472e-05	0.00011334	Tmem263	0.52910672632509	0.45398
5.537e-07	2.7307e-07	6.78e-07	5.5464e-07	5.5983e-07	Ybx1-ps2	0.516978692096217	0.42221
0.00096594	0.00095502	0.00099276	0.00094381	0.00097735	Macf1	0.626271136584358	0.78877
3.2714e-05	4.1094e-05	4.1327e-05	3.7656e-05	3.9259e-05	Jmjd8	0.599227258477044	0.69797
4.3227e-05	5.5779e-05	4.0839e-05	2.7194e-05	3.697e-05	Fcho2	0.670639669837551	0.97053
0.0003564	0.00033596	0.00029163	0.00022057	0.00031294	Gde1	0.356275394781712	0.14092
5.026e-05	3.8108e-05	3.4349e-05	4.9575e-05	7.7091e-05	Vgll4	0.0773000441435117	0.0041151
0.00028406	0.00024911	0.00027051	0.00024746	0.00027692	Slc25a11	0.656003465920791	0.90194
0.00012327	0.00012802	0.00015269	0.00011646	0.0001095	Slc25a12	0.585264167829909	0.64438
0.00012469	0.00020136	0.0001263	0.00012844	0.00011131	Slc25a17	0.128166298506397	0.011054
0.0012595	0.0013711	0.001413	0.0014952	0.0011858	Slc25a18	0.150585944319238	0.016351
9.1447e-05	7.9756e-05	0.00013233	0.00010333	5.7086e-05	Slc25a19	0.216723461979212	0.038911
2.0064e-05	1.2356e-05	1.8473e-05	1.3904e-05	1.5239e-05	Myef2	0.633860128122036	0.81819
8.742e-05	5.6763e-05	8.0171e-05	7.2492e-05	9.6386e-05	Calcoco1	0.47512699067528	0.31243
7.8717e-05	5.9952e-05	9.7265e-05	7.2173e-05	7.6703e-05	Slc25a20	0.626465076393409	0.79499
3.1966e-05	1.7937e-05	3.3725e-05	2.5538e-05	2.4984e-05	Slc25a23	0.653552316109067	0.89245
1.9641e-06	1.4894e-06	2.1885e-06	1.2369e-06	2.0012e-06	Rps13-ps2	0.488543583958618	0.35111
0.00010652	9.3651e-05	8.1571e-05	0.00013596	0.0001397	Slc25a29	0.596009917176518	0.68669
7.7234e-05	8.2935e-05	8.1898e-05	8.0534e-05	8.2097e-05	Cuta	0.508310349477139	0.40154
5.7922e-05	3.7449e-05	4.9361e-05	6.9817e-05	5.3079e-05	Lias	0.494570547951897	0.36463
0.00014108	0.00018674	0.00022829	0.00015202	0.00010716	Slc25a33	0.0757277051993521	0.0037756
9.6221e-05	0.00012934	0.00011284	0.00012707	8.204e-05	Slc25a35	0.339299073056313	0.12099
0.00021216	0.00012539	0.00023748	0.00019836	0.00019929	Slc25a36	0.508366071163139	0.40262
0.0001693	0.00015676	0.00017339	0.00017122	0.00012482	Slc25a39	0.429476597195795	0.22468
0.00048712	0.00038954	0.00043831	0.00042443	0.00046799	Gdi1	0.629228883083547	0.80355
0.00035835	0.00040251	0.00037478	0.00043153	0.00038557	Gdi2	0.356275394781712	0.13928
0.00017981	0.00025986	0.00020858	0.00020402	0.00017334	Ccnt2	0.361012911659656	0.1471
6.6082e-05	7.4985e-05	6.7663e-05	0.00010127	9.0656e-05	Slc25a42	0.0177211713745212	0.00044271
4.8432e-05	4.8202e-05	2.3715e-05	4.9787e-05	5.6643e-05	Rnps1	0.177954945611539	0.023808
0.00010347	0.00014599	0.00011676	9.9176e-05	0.00010794	Slc25a44	0.344075242440551	0.12601
0.0001562	0.00012259	0.0002035	0.00014713	0.00018159	Slc25a46	0.436347182430014	0.24432
5.3245e-05	5.0705e-05	7.4959e-05	4.5162e-05	6.2968e-05	2700097O09Rik	0.460788901626729	0.28943
3.9724e-05	3.124e-05	1.7043e-05	3.8664e-05	4.7395e-05	Atxn2	0.56441996701663	0.57724
